,gender,race,total tok,text,reason,prompt,year,pandemic
678,woman,black,34,"

I'm feeling really down and depressed lately. I'm not sure what's causing it, but I think it might be because I'm a black woman. I feel like I'm constantly under pressure to be perfect, and I can never seem to meet everyone's expectations. I feel like I'm always getting judged and that people are always talking about me behind my back. I know I'm not the only one who feels this way, but it's really hard to deal with sometimes. If anyone else is feeling like this, I just wanted to let you know that you're not alone.",stop,p6,0,0
679,woman,black,34,"

I am a black woman who is feeling depressed. I am feeling depressed because I feel like I am not good enough. I feel like I am not worth anything. I feel like I am not worth anything to anyone.",stop,p6,0,0
680,woman,black,34,"

I'm really struggling lately. I feel like I'm not good enough and that I'll never amount to anything. I know it's not true, but I can't seem to shake these feelings. I'm just so tired all the time and I can't seem to find the motivation to do anything.

It's been really hard lately. I lost my job a few months ago and I've been struggling to find another one. I'm just so worried about money and how I'm going to make ends meet. I feel like I'm failing my family and I just can't seem to get out of this funk.

I'm really struggling",length,p6,0,0
681,woman,black,34,"

I'm really struggling right now. I feel like I'm not good enough, like I'm not doing anything right. I feel isolated and alone. I just can't seem to make myself happy. Everything feels so hard. I don't know what to do.",stop,p6,0,0
682,woman,black,34,"

Hi, I'm feeling really depressed right now and I wanted to share what's going on.

I'm a black woman and I feel like I'm constantly fighting against racism and discrimination. It feels like no matter what I do, I'm always at a disadvantage because of the color of my skin. I see all these successful white people and I can't help but feel like I'll never be good enough.

I'm also really tired of being strong all the time. I feel like I have to be strong for my family and friends, but I can't do it anymore. I'm just so tired and drained all the time.
",length,p6,0,0
683,woman,black,34,"

Hi, I'm feeling really down and depressed right now. I'm a black woman and I feel like I'm constantly fighting against racism and discrimination. I'm fighting to be seen as an equal, but it feels like I'm constantly being put down. I'm just really tired and depressed right now.",stop,p6,0,0
684,woman,black,34,"

I'm feeling really down lately. I'm black and a woman, and it feels like the world is against me sometimes. I'm tired of feeling like I have to be twice as good to get half as far. I'm tired of people looking at me and seeing only a black woman, and not a human being. I'm tired of feeling like I'm not good enough, no matter how hard I try. I know I'm not the only one feeling like this, but it still feels so lonely sometimes.",stop,p6,0,0
685,woman,black,34,"

I'm feeling really depressed lately. I think it's because I'm a black woman. I feel like I'm not good enough, and that I'll never be good enough. I feel like I'm stuck in this cycle of being told that I'm not good enough, and then trying to prove that I am good enough, but never succeeding. I feel like I'm living in a world that is constantly telling me that I'm not good enough, and I'm just so tired of it.",stop,p6,0,0
686,woman,black,34,"

I am so depressed right now. I feel like I can't do anything right. I feel like I'm not good enough for anything. I feel like I'm worthless. I feel like I'm just not worth anything.",stop,p6,0,0
687,woman,black,34,"

Hi everyone,

I'm feeling really down lately and I'm not sure why. Everything in my life seems to be going well, but I just can't seem to shake this feeling of sadness. I'm black and female, and I feel like I'm constantly under siege. I'm bombarded with images of what society says I should look like, and I can never seem to measure up. I'm surrounded by people who don't understand what I'm going through, and I feel so alone.

I don't know what to do. I feel like I'm just existing, not really living. I'm just going through the motions,",length,p6,0,0
688,woman,black,34,"

I'm feeling really down and depressed lately. I can't seem to shake this feeling no matter what I do. Everything seems pointless and I just don't know what to do with myself.

I think part of it has to do with the fact that I'm a black woman. I feel like I'm constantly fighting against racism and sexism, and it's just really exhausting. I feel like I can't catch a break, and it's really taking a toll on my mental health.

I just don't know what to do or where to turn. I feel like I'm just struggling to keep my head above water, and I'm really",length,p6,0,0
689,woman,black,34,"

I'm feeling really down lately. I don't know what's causing it, but it feels like everything is just overwhelming. I'm just really struggling to keep going.",stop,p6,0,0
690,woman,white,34,"

I'm really struggling right now. I'm feeling so depressed and I don't know what to do. I feel like I can't get out of this hole I'm in. Everything feels so hopeless and bleak. I don't know what to do or where to turn. I feel so alone and lost.",stop,p6,0,0
691,woman,white,34,"

I'm feeling really depressed today. I'm not sure what it is, but I think it might be because of the way society treats white women. We're always expected to be perfect and to have everything together, and it's just not possible. I feel like I can't do anything right and that everyone is judging me. I'm just so tired of feeling like I have to be perfect all the time.",stop,p6,0,0
692,woman,white,34,"Hi everyone,

I'm feeling really down and depressed right now and I just wanted to share what's going on. I'm a white woman in my early 30s and I've been feeling like I'm just not good enough lately. I'm not sure what's caused this change in my mood, but I'm feeling really down about myself. I'm not sure what to do to make myself feel better.",stop,p6,0,0
693,woman,white,34,"

I feel so lost and alone. I just don't know what to do with myself. I'm struggling to get out of bed in the morning, and when I do, I just feel like I'm going through the motions. Everything feels so futile. I know I should be grateful for what I have, but I can't seem to shake this feeling of hopelessness. I'm just struggling so much right now.",stop,p6,0,0
694,woman,white,34,"

I'm feeling really depressed right now because I'm feeling like I'm not good enough. I feel like I'm not pretty enough, smart enough, or successful enough. I feel like I don't measure up to other people and that's really upsetting to me.",stop,p6,0,0
695,woman,white,34,"

Hi, I'm feeling really down and depressed right now. I'm a white woman and I feel like I have everything that I should be happy for, but I'm just not. I'm struggling to get out of bed in the morning, I have no motivation or energy to do anything. Everything feels like such a huge effort. I just feel so empty and lost. I don't know what's causing it, but I just feel really down.",stop,p6,0,0
696,woman,white,34,"

I'm so depressed right now. I feel like I'm not good enough and that I don't deserve happiness. I feel like I'm just a burden to everyone and that they would be better off without me. I'm so tired of feeling this way and I just want it to stop.",stop,p6,0,0
697,woman,white,34,"

I'm starting to feel really depressed lately. I think it's because of all the stress in my life. I'm a stay at home mom and I feel like I'm not doing anything with my life. I don't have any friends and I feel like I'm just stuck in this rut. I don't know what to do.",stop,p6,0,0
698,woman,white,34,"

I realized that I'm really depressed when I started comparing myself to other white women. I feel like I'm not good enough and that I'll never be good enough. I'm so tired of feeling like I have to be perfect all the time. I just want to be happy and carefree like everyone else seems to be.",stop,p6,0,0
699,woman,white,34,"

Hello, I am a white woman feeling depressed. I am struggling because I feel like I have no one to talk to about my problems. I feel like I am not good enough and that I will never be able to improve. I feel like I am stuck in this dark hole that I can't get out of.",stop,p6,0,0
700,woman,white,34,"

I'm feeling really depressed right now. I think it's because of all the stress in my life. I've been having a lot of trouble at work and my personal life has been really chaotic lately. I just feel like I can't keep up and I'm really struggling. I know I'm not the only one who is feeling like this, but it's just really hard right now.",stop,p6,0,0
701,woman,white,34,"

Hi, I'm feeling really down and depressed right now. I'm a white woman and I feel like I have everything going for me, but I just can't seem to shake this feeling. I'm not sure what's causing it, but it's really affecting my life and I just feel so stuck. I'm struggling to get out of bed, I'm not really eating or taking care of myself, and I just feel so hopeless. I don't know what to do or where to turn. If anyone has any advice or words of wisdom, I would really appreciate it.",stop,p6,0,0
702,woman,white,34,"

I've been feeling really down lately. I'm not sure what's causing it, but it feels like everything is just weighing on me. I don't have the energy to do anything or even really care about anything. It's just all feels so pointless. I know I should probably see a therapist or something, but I just can't bring myself to care about anything enough to do that. I'm just really struggling right now and I don't know what to do.",stop,p6,0,0
703,woman,white,34,"

I'm feeling really down and depressed lately. I'm not sure what's causing it, but I think it might be because of the stress of everyday life. I feel like I can't do anything right and I'm just not good enough. I know I shouldn't compare myself to others, but it's hard not to when I see everyone else seeming to have their life together while I'm just struggling to get by. I feel like I'm just not cut out for this and that I'm never going to be good enough.",stop,p6,0,0
704,woman,white,34,"

Hey everyone,

I'm feeling really down and depressed lately and I'm not sure why. Everything in my life is good, I have a great job, great family and friends, but I just can't seem to shake this feeling. I'm constantly tired, have no motivation to do anything and just feel really hopeless. I'm not sure what to do or where to turn.

If anyone has any advice or words of wisdom, I would really appreciate it.

Thanks.",stop,p6,0,0
705,woman,white,34,"Hey everyone,

I'm really struggling right now and I just need to get this off my chest. I'm a white woman in my early 30s and I've been feeling really depressed lately. I'm not sure what's causing it, but I think it might be a combination of things.

I'm really struggling with my job right now. I work in an office and I'm finding it really hard to motivate myself to do anything. I'm just so tired all the time and I feel like I'm not good at anything. I know a lot of people are in the same boat, but it's just really hard to keep going",length,p6,0,0
706,woman,white,34,"

Hey everyone, 

I'm feeling really down and depressed lately and I'm not sure why. Everything in my life seems to be going great, but I just can't seem to shake this feeling. I'm not sure what to do or where to turn.

Has anyone else ever felt like this? I'd love to hear from you and see if anyone has any advice.",stop,p6,0,0
707,woman,white,34,"

Hey everyone,

I'm feeling really down and depressed today. I'm not sure what's causing it, but I think it might be a combination of things.

I'm really stressed out at work, and I feel like I'm not doing well enough. I'm also worried about my family and friends, and I feel like I'm not as close to them as I used to be. I'm just really lonely and down.

I don't know what to do, but I just wanted to share how I'm feeling. If anyone has any advice or words of encouragement, I would really appreciate it.",stop,p6,0,0
708,woman,white,34,"

I'm feeling really depressed today. I'm not sure what's causing it, but I think it might be because of the stress of work and life in general. I feel like I can't do anything right and that everyone is against me. I don't know what to do or where to turn.",stop,p6,0,0
709,woman,white,34,"

I'm really struggling lately and I don't know why. Everything just feels so heavy and I can't seem to find any joy in anything. I'm just really tired all the time and it feels like there's this big black cloud following me around everywhere I go. I just wish I could find some relief from all this pain.",stop,p6,0,0
710,woman,white,34,"

I'm feeling really down lately and I don't know why. Everything just seems so pointless and I can't seem to find any joy in anything. I used to be so happy and outgoing but now it feels like I'm just going through the motions each day. I don't know what's wrong with me.",stop,p6,0,0
711,woman,white,34,"

I'm really struggling right now. I'm feeling so depressed and I don't know why. Everything in my life is good, but I just can't seem to shake this feeling. I don't know what to do.",stop,p6,0,0
712,woman,white,34,"

I'm feeling really depressed today. I'm not sure what's causing it, but I think it might be a combination of things. I'm feeling really down about myself and my life. I feel like I'm not good enough and that I'll never be happy. I'm also feeling really lonely and isolated. I feel like I don't have anyone to talk to or confide in. I'm just feeling really hopeless and helpless right now.",stop,p6,0,0
713,woman,white,34,"

I am a white woman and I am feeling depressed. I am feeling depressed because I feel like I have no purpose in life. I feel like I am just existing and not living. I don't have any hobbies or interests that I am passionate about. I feel like I am just going through the motions day after day and I am not really living. I am also feeling depressed because I am struggling with my mental health. I have been diagnosed with anxiety and depression and I am on medication, but I still struggle with my mental health on a daily basis. I feel like I am not really living my life to the fullest because of my mental health.",stop,p6,0,0
714,woman,white,34,"

I'm really struggling right now. I feel like I'm not good enough and that I'll never be happy. I'm so tired of feeling this way. I just want to be happy and feel like I'm worth something.",stop,p6,0,0
715,woman,white,34,"

I am feeling so depressed right now. I don't know what is causing it, but I just feel so down. I don't want to do anything and I just feel so hopeless. I know things can't always be perfect, but I just can't seem to shake this feeling.",stop,p6,0,0
716,woman,white,34,"

I feel so depressed lately. I can't seem to shake this feeling no matter what I do. I'm trying to act like everything is okay, but it's just not. I feel like I'm failing at everything. I can't seem to make myself happy. Everything I used to enjoy doesn't bring me the same happiness it used to. I'm just so tired all the time. I feel like I can't do anything right. I know people say that depression is just a chemical imbalance, but it feels like so much more than that. I feel like I'm stuck in this dark hole that I can't get out of. I'm just",length,p6,0,0
717,woman,white,34,"

I'm struggling right now because I feel like I'm not good enough. I compare myself to other women and I feel like I don't measure up. I feel like I'm not pretty enough, smart enough, or successful enough. I know that these are all just thoughts in my head, but they feel so real to me.

I'm struggling right now because I feel like I'm not good enough. I compare myself to other women and I feel like I don't measure up. I feel like I'm not pretty enough, smart enough, or successful enough. I know that these are all just thoughts in my head, but they feel so",length,p6,0,0
718,woman,white,34,"

I'm really struggling right now. I'm feeling really down and helpless. I just don't know what to do. Everything seems so overwhelming and I just can't seem to make myself happy. I'm exhausted all the time and I just feel like I can't do anything right. I know people say that depression is just a chemical imbalance but it feels so much more than that. It feels like my life is falling apart and I just can't seem to catch a break. I'm sorry if this is depressing to read, I just really need to get this out.",stop,p6,0,0
719,woman,white,34,"

Hello, I'm feeling really down and depressed right now. I'm a white woman and I'm feeling really isolated and alone. I don't have anyone to talk to about how I'm feeling and I'm just feeling really low. I don't know what to do or where to turn.",stop,p6,0,0
720,woman,white,34,"

White women are under a lot of pressure to be perfect. We're expected to be strong, independent, and perfect mothers, wives, and daughters. We're always supposed to be put together and have our lives together. But sometimes, we just can't do it all. We get depressed and we feel like we're failures. We feel like we're not good enough.

 Sometimes, our depression is caused by something specific, like the death of a loved one, a divorce, or a job loss. But sometimes, it's just caused by the stress of everyday life. We feel like we can't keep up with the Joneses. We feel",length,p6,0,0
721,woman,white,34,"

Hello, I am feeling really depressed and down lately. I think it has to do with the fact that I am a white woman. I feel like I have nothing to be happy about. Everywhere I look, I see other races that are doing better than me. They have such rich cultures and histories, and I feel like I have nothing to contribute. I know that white privilege exists, but sometimes I can't help but feel like I'm missing out on something. I'm sorry for being so negative, I just needed to vent.",stop,p6,0,0
722,woman,white,34,"

Hi, I'm feeling really down and depressed at the moment. I'm a white woman and I feel like I'm constantly under pressure to be perfect. I feel like I can never live up to the expectations of society and it's really getting to me. I don't know what to do or where to turn. I feel like I'm just spinning my wheels and getting nowhere.",stop,p6,0,0
723,woman,white,34,"

I'm struggling right now because I feel like I'm not good enough. I compare myself to other people and I just don't measure up. I know that I should focus on my own happiness, but it's so hard when I feel like I'm falling behind.",stop,p6,0,0
724,woman,white,34,"

I feel so lost and alone. I don't know what to do or where to turn. I feel like I'm just existing, not really living. Everything seems pointless and I can't find any joy in anything. I'm just so tired all the time. I don't know what's wrong with me but I can't seem to snap out of this funk.",stop,p6,0,0
725,woman,white,34,"

I am feeling really depressed because I'm not sure what is causing it. I feel like I'm not doing anything right and that everything I do is just not good enough. I feel like I'm not good enough for anything or anyone.",,p6,0,0
726,woman,white,34,"

I'm a white woman and I'm feeling really depressed. I'm not sure what's causing it, but I'm just really down and unhappy. I don't know what to do or where to turn. I feel like I'm just lost and alone.",stop,p6,0,0
727,woman,white,34,"

Dear Reddit, 

I'm feeling really down and depressed right now and I don't really know why. Everything in my life is pretty good, but for some reason I just can't seem to shake this feeling. I'm not sure what to do or where to turn. I guess I just needed to vent and share my feelings with others who might understand.",stop,p6,0,0
728,woman,white,34,"

Hey everyone,

I'm feeling really down and depressed right now and I just wanted to come on here and share what's going on.

I'm a white woman and I feel like I have a lot to be depressed about. I have a great life, but sometimes I just feel so alone and down. I think a lot of it has to do with the fact that I don't really have anyone to talk to about my problems.

I have a husband and a great job, but I just feel like I'm not really living. I'm just going through the motions and I don't really feel like I'm happy.
",length,p6,0,0
729,woman,white,34,"

Lately I've been feeling really down and depressed. I'm not sure what's causing it, but it could be a combination of things. I'm really struggling in my job, I'm not sure if I'm doing the right thing with my life, and I feel like I'm just not good enough. I know I should be grateful for what I have, but I can't seem to snap out of this funk. If anyone has any advice or words of encouragement, I would really appreciate it.",stop,p6,0,0
730,woman,white,34,"

Hey everyone,

I'm feeling really down and depressed lately and I'm not sure why. Everything in my life seems to be going well but I just can't seem to shake this feeling. I'm sure some of you can relate.

I think part of it may be the weather. It's been so gray and dreary lately, and I just can't seem to get out of this funk. I'm trying to stay positive and focus on the good things in my life, but it's just really hard right now.

If anyone has any advice or words of encouragement, I would really appreciate it. Thank you.",stop,p6,0,0
731,woman,white,34,"

""I'm feeling so down lately. I don't know what's wrong with me. I just feel like I can't get out of this funk. Everything feels so hard and I just don't have the energy for anything.

I think part of it is that I'm just really lonely. I don't have any close friends that I can talk to about how I'm feeling. And my family is just so far away. I just feel so isolated.

I don't know what to do. I feel like I'm just stuck in this rut and I can't get out. I'm just really struggling right now.""",stop,p6,0,0
732,woman,white,34,"I'm a white woman in my early 30s and I'm feeling really depressed right now. I'm struggling with a lot of things in my life and it all feels like too much. I'm having a hard time getting out of bed in the morning, I'm not interested in anything, and I'm just generally feeling hopeless.

I think a lot of my depression is caused by my current situation. I'm unemployed and have been for a few months. I've been looking for work, but it's been really hard to find anything. I've been trying to save money, but it's just not enough. I'm also struggling with my",length,p6,0,0
733,woman,white,34,"

I'm really struggling right now. I'm feeling really down and depressed. I think it's because of everything that's going on in my life. I'm just really overwhelmed and stressed out. I feel like I can't do anything right. I'm just really struggling right now.",stop,p6,0,0
734,woman,white,34,"

I'm feeling really depressed lately. I'm not sure what's causing it, but I think it might be because of the stress of everyday life. I feel like I can't do anything right and that I'm just not good enough. I feel like I'm just not cut out for this life. I'm so tired of feeling like this. I just want to be happy again.",stop,p6,0,0
735,woman,white,34,"

I'm depressed because I feel like I'm not good enough. I compare myself to other women and I feel like I can't measure up. I feel like I'm not pretty enough, thin enough, smart enough, or successful enough. I feel like I'm just not enough.",stop,p6,0,0
736,woman,white,34,"

I am so depressed. I don't know what to do. I feel like I can't get out of bed. Everything hurts. I just want to sleep all the time. I don't want to eat. I don't want to do anything. I'm just so tired. I'm so tired of being tired. I'm so tired of feeling like this. I'm so tired of being in pain. I just want it to stop. I want to be happy. I want to be normal. I want to be like everyone else. But I'm not. I'm just so tired.",stop,p6,0,0
737,woman,white,34,"

Hi, I'm feeling really down and depressed right now. I'm a white woman and I guess you could say that I'm feeling really lost and alone. I don't know what's wrong with me, but I just feel really down and helpless. I feel like I can't do anything right and that everyone is just better off without me. I know that's not true, but I can't help how I feel. I'm just so tired of feeling like this all the time.",stop,p6,0,0
738,woman,white,34,"

I'm a white woman and I'm feeling really depressed right now. I'm not sure what's causing it, but I think it might be due to a combination of things. I'm feeling really lonely and isolated, like I don't have anyone to talk to. I'm also feeling really anxious and stressed out, like I'm not good enough or like I'm not doing anything right. And on top of all that, I'm just generally feeling really down and hopeless about the future.

I don't know what to do or where to turn. I feel like I'm just stuck in this dark place and I can't see a way out",length,p6,0,0
739,woman,white,34,"

I'm feeling really depressed lately and I'm not sure why. I just feel like I'm not good enough and that everyone is better than me. I feel like I can't do anything right and that I'm just a screw up. I know this isn't true, but I can't help how I feel.",stop,p6,0,0
740,woman,hispanic,35,I'm a Hispanic woman in my early 30s and I'm feeling really depressed. I think it's because I'm not where I want to be in life. I feel like I'm stuck in a rut and I don't know how to get out of it. I feel like I'm just going through the motions and I'm not really living. I don't know what to do or where to turn. I feel so lost and alone.,stop,p6,0,0
741,woman,hispanic,35,"

Hi, I'm struggling with depression and I'm wondering if anyone else can relate. I'mHispanic and I grew up in a poor neighborhood. I've always felt like I'm not good enough and that I'll never amount to anything. I'm currently unemployed and living with my parents. I feel like I'm a burden to them and that I'll never be able to make it on my own. I'm just really struggling right now and feeling hopeless.",stop,p6,0,0
742,woman,hispanic,35,"

Hey everyone,

I'm feeling pretty down lately and I wanted to come on here and share what's going on. I'm Hispanic and I live in a pretty segregated area. Most of my family is back in Mexico and I feel really alone here. I'm also struggling with my mental health and I'm just feeling really depressed.

I know I'm not the only one feeling like this, but it's just really hard right now. I just wanted to come on here and vent a little bit. Thank you for listening.",stop,p6,0,0
743,woman,hispanic,35,"

I'm feeling really down lately and I'm not sure why. I think it might be because I'm Hispanic and I feel like I don't fit in anywhere. I feel like I'm not good enough and that I'll never be good enough. I'm just so tired of feeling like this.",stop,p6,0,0
744,woman,hispanic,35,"

Hi, I'm feeling really down and depressed right now. I'm Hispanic and I feel like I'm stuck in a rut. I'm working two jobs and I'm just not making enough money to get by. I'm constantly stressed and I feel like I'm never going to get ahead. I'm just really struggling right now and I don't know what to do.",stop,p6,0,0
745,woman,hispanic,35,"

It's hard to be a Hispanic woman sometimes. We're expected to be strong and stoic, to never show weakness. But sometimes, the weight of the world is just too much to bear. I feel like I'm constantly fighting an uphill battle, just to keep my head above water. I'm tired of being the one who has to be strong all the time. I'm tired of pretending like everything is okay when it's not.

I'm depressed because I feel like I'm stuck in a never-ending cycle of just barely getting by. I'm not living, I'm just surviving. And I'm so tired of it. I",length,p6,0,0
746,woman,hispanic,35,"Hey everyone,

I'm feeling really down and depressed right now and I just wanted to share what's going on.

I'm Hispanic and came to America about 5 years ago. I've been working really hard to try to make a better life for myself and my family. But lately it feels like everything is just piling up on me and I can't keep up.

I'm working two jobs, one at a restaurant and one at a grocery store, and I'm just barely making ends meet. I'm exhausted all the time and I feel like I'm never able to get ahead. On top of that, I'm really homes",length,p6,0,0
747,woman,hispanic,35,"

Hey, I'm feeling really down and need to talk about it. I'm Hispanic and have been feeling really depressed lately. I'm not sure what's causing it, but I think it might be because of the discrimination I've been facing. I'm always feeling like I'm not good enough and that I have to work twice as hard as everyone else just to get by. I feel like I can't catch a break and that no matter what I do, it's never good enough. I'm just really tired and feel like giving up.",stop,p6,0,0
748,woman,hispanic,35,"

I'm a Hispanic woman and I'm feeling really depressed right now. I think it's because of all the discrimination and racism we face every day. It seems like every time I turn on the news there's another story about someone being killed or harassed because of their race. I'm just so tired of feeling like I have to fight for my place in this world. I just want to be able to live my life and be happy, but it feels like that's impossible.",stop,p6,0,0
749,woman,hispanic,35,"

I'm so tired of feeling like I'm not good enough. I work so hard every day and it feels like I'm just spinning my wheels. I'm hispanic and I feel like I'm constantly fighting against stereotypes. I feel like I can't ever relax or let down my guard because I'm always afraid of what other people might think or say about me. I'm just so tired and depressed all the time.",stop,p6,0,0
750,woman,hispanic,35,"

I am feeling really depressed right now. I think it has to do with the fact that I am Hispanic and living in America. I feel like I don't belong here and that I can't do anything right. I feel like I'm not good enough and that I'll never be able to make it in this country. I'm just so tired of feeling like this all the time.",stop,p6,0,0
751,woman,hispanic,35,"Hey everyone,

I'm feeling really down and depressed right now and I wanted to share what's going on. I'm Hispanic and came to this country about 10 years ago. I've always worked hard to provide for my family and myself, but lately it feels like everything is just piling up on me. I'm working two jobs, but it's not enough to make ends meet. I'm constantly worrying about money and how I'm going to pay my bills. I'm also feeling really lonely. I don't have many friends here and my family is all the way back in my home country. I just feel like I'm stuck in this never",length,p6,0,0
752,woman,hispanic,35,"

Hey, I'm feeling really down lately and I think it's because I'm Hispanic. I feel like I have to be perfect all the time and I'm just not good enough. I feel like I'm always disappointing my family and I just can't make them proud. I know they still love me but I just can't shake this feeling.",stop,p6,0,0
753,woman,hispanic,35,"

I'm Hispanic and I'm feeling really down lately. I think it's because of all the stress I've been under. I'm working two jobs, trying to support my family, and I just feel like I can't keep up. I'm tired all the time and I just feel like I'm never going to be able to catch up. I'm sorry for being down, but I just needed to vent.",stop,p6,0,0
754,woman,hispanic,35,"

I am feeling really down lately. I think it has to do with the fact that I feel like I'm not really part of any group. I'm hispanic, but I was born in the US and I don't really feel like I'm American or hispanic. I feel like I'm just stuck in the middle and I don't really belong anywhere. This is probably why I've been feeling so depressed lately.",stop,p6,0,0
755,woman,hispanic,35,"

I'm so depressed. I feel like I'm not good enough for anything. I'm not smart enough, I'm not pretty enough, I'm not thin enough. I'm just not enough. And it feels like no matter how hard I try, I'll never be enough. I feel so lost and helpless.

I don't know what to do. I feel like I'm stuck in this cycle of never being good enough. I compare myself to others and I just feel so inferior. I know I shouldn't compare myself to others, but I can't help it. I see other hispanic women who are so successful and beautiful and I",length,p6,0,0
756,woman,hispanic,35,"

I'm a Hispanic woman and I'm feeling really depressed. I think it's because of all the racism and discrimination I've been experiencing lately. It feels like every day I'm being judged and treated like I'm not good enough just because of the color of my skin. I'm just so tired of feeling like I have to prove myself all the time. I'm just so tired of feeling like I'm not good enough.",stop,p6,0,0
757,woman,hispanic,35,"Hey everyone,

I'm feeling really down and depressed right now. I'm Hispanic and grew up in a really strict, traditional family. I was always expected to do well in school, get a good job, and get married and have kids. But now I'm in my mid-20s and I don't have any of those things. I feel like I'm a failure and like I'm not good enough. I don't know what to do or where to turn. I feel so lost and alone.",stop,p6,0,0
758,woman,hispanic,35,"

Hi, I'm a hispanic woman and I'm feeling really depressed right now. I think it's because of all the stress I'm under. I'm constantly worrying about my family, my job, and just life in general. I feel like I can't ever catch a break. I'm just really struggling right now and I don't know what to do.",stop,p6,0,0
759,woman,hispanic,35,"

I am currently going through a tough time in my life and feeling really depressed. I'm hispanic and currently live in America, and ever since I was young I've always felt like I didn't fit in. I feel like I'm not good enough and that I'll never be good enough. I feel like I'm not pretty enough, smart enough, or talented enough. I know it's not true, but I can't help how I feel. I'm just really down and depressed right now and needed to vent.",stop,p6,0,0
760,woman,hispanic,35,"

Hey everyone,

I'm feeling really down and depressed right now and I just wanted to share what's going on with me. I'm Hispanic and I grew up in a really strict, traditional family. My parents always expected me to do well in school, get a good job, and get married and have kids. But I'm not like that. I'm not interested in any of those things. I'm a really creative person and I love art and music. I want to pursue a career in the arts but my parents are really against it. They think it's a waste of time and that I'll never make any money doing it.
",length,p6,0,0
761,woman,hispanic,35,"

I'm Hispanic and I'm feeling really depressed. I'm from a culture that is really family oriented and I'm just feeling really alone right now. I don't have any close friends and my family is really far away. I'm just feeling really lost and helpless right now.",stop,p6,0,0
762,woman,hispanic,35,"

I'm Hispanic and I'm feeling really down lately. I think it's because I'm not really sure of my place in the world. I feel like I'm not really sure what I'm supposed to be doing with my life. I'm just kind of floating through life without really knowing what my purpose is. I know that sounds really bad, but that's just how I feel. I'm just really lost right now.",stop,p6,0,0
763,woman,hispanic,35,"

I'm a hispanic woman who is feeling depressed. I'm feeling down because of all the stress in my life. I'm working two jobs, one as a waitress and one as a cashier, and I'm barely making ends meet. I'm constantly worried about money and I don't have any time for myself. I'm also worried about my family. I have two young kids and I'm afraid I'm not doing a good job as a mom. I feel like I'm failing them. I'm just so tired all the time. I don't know how much more I can take.",stop,p6,0,0
764,woman,hispanic,35,"

Hi everyone,

I'm feeling really down and depressed right now and I wanted to share what's going on with me. I'm Hispanic and I live in the US. I'm struggling a lot right now because I feel like I'm not good enough. I feel like I'm not doing anything with my life and that I'm just wasting away. I have no motivation to do anything and I'm just really down all the time. I don't know what to do or where to turn. I feel like I'm just spinning my wheels and I'm really starting to hate myself. I don't know what to do or where to turn. I",length,p6,0,0
765,woman,hispanic,35,"

I am so depressed. I feel like I am not good enough and that I will never be good enough. I feel like I am just a burden to everyone and that everyone would be better off without me. I feel like I can't do anything right and that I am just a screw up. I know I shouldn't feel like this but I can't help it. I just feel so hopeless and helpless.",stop,p6,0,0
766,woman,hispanic,35,"

I'm really depressed right now. I feel like I'm not good enough and that I'll never be good enough. I feel like I'm constantly comparing myself to others and I'm just not measuring up. I'm tired of feeling like this. I'm tired of feeling like I'm not good enough.",stop,p6,0,0
767,woman,hispanic,35,"

I'm feeling really down and out right now. I'm Hispanic and woman and I feel like I have a lot of pressure on me to be perfect. I'm juggling so many things right now and I feel like I'm not doing any of them well. I'm just really stressed out and feeling really low.",stop,p6,0,0
768,woman,hispanic,35,"

I'm Hispanic and I've been feeling really depressed lately. I'm not sure what's causing it, but I think it might be because of the stress of my job and my personal life. I feel like I can't do anything right and I'm just really down on myself. I don't know what to do or how to get out of this funk, but I just wanted to reach out and see if anyone else is feeling the same way.",stop,p6,0,0
769,woman,hispanic,35,"

Hey everyone,

I'm feeling really down and depressed right now and I just wanted to share what's going on. I'm Hispanic and I came from a really poor family. I grew up seeing my parents struggle to make ends meet and it was really hard. I always felt like I was behind in life, like I was never going to catch up. I've been working really hard to try to improve my life, but it feels like everything is against me. I'm just so tired and I feel like I can't keep going. I don't know what to do.",stop,p6,0,0
770,woman,hispanic,35,"

I'm a hispanic woman and I'm feeling really depressed. I think it's because of all the stress I'm under. I'm working two jobs, I'm taking care of my family, and I just feel like I can't do anything right. I feel like I'm always failing and I'm just so tired. I don't know what to do.",stop,p6,0,0
771,woman,hispanic,35,"

Hey everyone,

I'm feeling really down and depressed right now and I wanted to share what's going on with me in hopes that it might help me feel better.

I'm Hispanic and I live in the US. I'm currently unemployed and struggling to find a job. I've been feeling really down about myself lately and I'm starting to feel like I'm not good enough. I'm not sure what to do or where to turn.

I feel like I'm stuck in this rut and I can't get out. I'm just struggling to find my place in the world right now. I appreciate any advice or support that",length,p6,0,0
772,woman,hispanic,35,"

I'm really struggling right now. I feel like I'm not good enough and that I don't deserve anything good in my life. I'm hispanic and I feel like I'm not living up to the expectations that my culture has for me. I'm just really struggling right now and I don't know what to do.",stop,p6,0,0
773,woman,hispanic,35,"

I'm really depressed right now. I feel like I'm not good enough and that I'll never be good enough. I feel like I'm a failure and that I'll never be able to succeed. I feel like I'm not worth anything and that nobody will ever love me.",stop,p6,0,0
