,Unnamed: 0.1,Unnamed: 0,gender,race,tok,total tok,text,reason
819,579.0,579,,,,,length,
820,580.0,580,,,,,"

I'm feeling really down lately. The main source of stress in my life is my job. I work in a corporate office and I'm just not happy with it. I'm sick of the rat race and I feel like I'm not making a difference. I want to do something that I'm passionate about, but I don't know what that is. I feel like I'm just stuck in a rut.",
821,581.0,581,,,,,stop,
822,582.0,582,,,,,".

I'm feeling really down lately. The main source of stress in my life is my job. I work in an office and I'm constantly surrounded by people. I'm surrounded by people who are always talking and laughing and I can't help but feel left out. I feel like I'm the only one who isn't happy at work. I'm always the one who is trying to make everyone laugh and I feel like I'm not doing a good enough job. I",
823,583.0,583,,,,,length,
824,584.0,584,,,,,"

I'm feeling really stressed out lately. The main source of stress in my life is my job. I work in a office and I'm constantly under a lot of pressure to meet deadlines and quotas. I'm also feeling a lot of pressure to succeed in my career. I feel like I'm not good enough and that I'm not doing enough to advance my career. I'm really struggling to cope with all of this pressure. I'm feeling really overwhelmed and exhausted. I",
825,585.0,585,,,,,length,
826,586.0,586,,,,,"

I'm feeling really down lately. The main source of stress in my life is work. I'm in a job that I don't like and I'm not very good at it. I'm constantly worried about making mistakes and getting fired. I feel like I'm just not cut out for the corporate world. I'm also worried about money. I'm constantly worried about not having enough money to pay my bills. I feel like I'm just one step away from being homeless",
827,587.0,587,,,,,length,
828,588.0,588,,,,,"

I'm feeling really down lately. The main source of stress in my life is work. I'm in a job that I don't really like, and I'm not very good at it. I'm constantly worried about getting fired, and I'm just not very happy. I've been thinking about quitting, but I'm not sure what I would do next. I'm just really stressed out and unhappy.",
829,589.0,589,,,,,stop,
830,590.0,590,,,,,"

I'm feeling really down lately. The main source of stress in my life is my job. I work in an office and I'm constantly under a lot of pressure. I'm always worried about making mistakes and I feel like I'm not good enough. I'm also worried about losing my job. I've been working hard, but I'm not sure if it's enough. I'm just really stressed out and I don't know what to do.",
831,591.0,591,,,,,stop,
832,592.0,592,,,,,"

I am feeling really down lately. The main source of stress in my life is my job. I work long hours and I'm always worried about money. I'm also worried about my health. I'm overweight and I have high blood pressure. I just can't seem to get ahead in life.",
833,593.0,593,,,,,stop,
834,594.0,594,,,,,"

Hey there, it's been a while since I've written a blog post. I'm not really sure what to say, but I guess I'm just feeling a bit down lately.

The main source of stress in my life right now is financial. I'm just not making enough money to cover all of my expenses and it's really starting to wear on me. I'm trying to save up, but it feels like I'm just treading water.

",
835,595.0,595,,,,,length,
836,596.0,596,,,,,"

I'm a white man who is feeling depressed and stressed. The main source of my stress is my job. I work in an office and I'm constantly surrounded by people who are smarter and more successful than me. I feel like I'm not good enough and that I'm just a fraud. I'm always worried that I'm going to be found out and that I'll be fired. I have a family to support and I can't afford to lose my job. I",
837,597.0,597,,,,,length,
838,598.0,598,,,,,".

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours and I'm constantly under a lot of pressure. I don't feel like I have any time for myself. I'm also worried about money. I'm always worried about how I'm going to pay my bills. I feel like I'm just working to pay my bills and I never have any extra money.",
839,599.0,599,,,,,stop,
840,600.0,600,,,,,"

I'm feeling really down today. The main source of stress in my life right now is my job. I'm working long hours and I'm not getting paid enough. I'm also not getting any respect from my boss. I feel like I'm just a piece of meat to them. I'm not valued or appreciated. This is really taking a toll on my mental health. I'm struggling to keep my head up and stay positive.",
841,601.0,601,,,,,stop,
842,602.0,602,,,,,"

I'm Hispanic and I'm feeling depressed. The main source of stress in my life is my job. I work long hours at a low-paying job. I'm constantly worried about money. I can't afford to buy the things I need or want. I'm living paycheck to paycheck. I'm afraid I'll never be able to retire. I'm worried about my future and my family's future.",
843,603.0,603,,,,,stop,
844,604.0,604,,,,,"

I'm not really sure what to do. I feel like I'm stuck in a rut and I can't get out. I'm working two jobs and I'm still not making ends meet. I feel like I'm just treading water and I'm getting tired. I want to make a change but I don't know how. I feel like I'm stuck in a cycle of just working and sleeping and I never have time for anything else. The main source of",
845,605.0,605,,,,,length,
846,606.0,606,,,,,"

It's been a tough few weeks. First, I lost my job. Then, my car broke down and I had to spend a fortune to get it fixed. On top of all that, my girlfriend broke up with me. I'm feeling really down and stressed out right now.

The main source of stress in my life right now is financial. I'm struggling to make ends meet and I'm worried about my future. I'm also feeling lonely and down since",
847,607.0,607,,,,,length,
848,608.0,608,,,,,"

It's been a tough year. I feel like I'm stuck in a rut and I can't get out. Every day is a struggle and I feel like I'm just going through the motions. I'm depressed and stressed out all the time. The main source of stress in my life is my job. I hate my job. It's so boring and I feel like I'm not doing anything with my life. I'm just stuck in a dead-end job",
849,609.0,609,,,,,length,
850,610.0,610,,,,,"

I'm feeling really down lately. The main source of stress in my life is my job. I work in a factory and I'm constantly under a lot of pressure. The work is really hard and it's hard to keep up with the pace. I'm always worried that I'm going to make a mistake and get fired. I really need this job to support my family, but it's just really tough. I'm also worried about money. I'm never sure if",
851,611.0,611,,,,,length,
852,612.0,612,,,,,"

As a Hispanic man, I am often faced with discrimination and racism. This can be a source of great stress in my life. I am also worried about the future of my community. We are often undervalued and overlooked. This can be very frustrating and make me feel powerless.",
853,613.0,613,,,,,stop,
854,614.0,614,,,,,"

I'm feeling really down today. The main source of stress in my life right now is my job. I work in a factory and it's really hard work. I'm constantly lifting heavy things and it's really tiring. On top of that, my boss is always yelling at me and criticising everything I do. I feel like I can't do anything right. I'm just really struggling to cope with everything right now.",
855,615.0,615,,,,,stop,
856,616.0,616,,,,,"

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours at a job that doesn't pay very well. I'm constantly worried about money and how I'm going to make ends meet. I feel like I'm stuck in a rut and I don't see a way out. I'm just really struggling right now.",
857,617.0,617,,,,,stop,
858,618.0,618,,,,,"

I'm feeling really down and stressed out right now. The main source of stress in my life is my job. I work long hours and I'm not paid very well. I'm constantly worrying about money and how I'm going to make ends meet. I feel like I'm stuck in a dead-end job and I'll never be able to get ahead in life. I'm also worried about my family. I have a wife and two young kids at home and I",
859,619.0,619,,,,,length,
860,620.0,620,,,,,"

I'm really struggling right now. The main source of stress in my life is my job. I work in a factory and I'm on my feet all day. The work is really hard and it's really loud. I don't get paid very much, and I'm constantly worried about getting fired. I'm also worried about my family. I have two young kids and I want to provide for them, but it's really tough right now. I feel like I'm",
861,621.0,621,,,,,length,
862,622.0,622,,,,,".

I'm so stressed out right now. The main source of stress in my life is my job. I work long hours and I'm not paid enough. I'm constantly worrying about money and how I'm going to make ends meet. I feel like I'm stuck in a cycle of working just to pay the bills. I don't have any time for myself or my family. I'm always tired and I can't enjoy my life. I feel like I'm just",
863,623.0,623,,,,,length,
864,624.0,624,,,,,"

I'm feeling really down lately. The main source of stress in my life is my job. I work in a factory and I'm on my feet all day. It's really tiring and I don't get paid very much. I'm also worried about my family back home. I miss them a lot and I worry about what's going to happen to them.",
865,625.0,625,,,,,stop,
866,626.0,626,,,,,"

I'm stressin' out, man. I'm really stressed out. The main source of stress in my life is my job. I work in a factory and it's really tough. The hours are long and the work is hard. I'm constantly worried about my job. I'm also worried about my family. I have a wife and two kids. I want to provide for them, but it's hard. I'm also worried about my immigration status. I'm",
867,627.0,627,,,,,length,
868,628.0,628,,,,,"

I'm feeling really down lately. The main source of stress in my life is my job. I work in a factory and I'm constantly surrounded by noise and dirt. I have to do repetitive, dangerous work and I don't get paid very much. I'm barely scraping by, and I can't afford to take any time off. This job is really taking a toll on my mental health.",
869,629.0,629,,,,,stop,
870,630.0,630,,,,,"

I am feeling depressed because the main source of stress in my life is my job. I work long hours at a low-paying job and I am constantly worrying about money. I am also worried about my future and whether or not I will be able to retire comfortably. This stress is taking a toll on my mental health and I am finding it difficult to cope.",
871,631.0,631,,,,,stop,
872,632.0,632,,,,,"

I'm a Hispanic man and I'm feeling depressed. The main source of stress in my life is my job. I work long hours and I'm not paid enough. I'm also not able to spend time with my family or friends because I'm always working. This is causing a lot of stress in my life.",
873,633.0,633,,,,,stop,
874,634.0,634,,,,,"

It's been a tough few weeks. First, I lost my job. Then, my car broke down and I had to spend a lot of money to get it fixed. On top of all that, my rent is due and I'm really struggling to come up with the money. I feel like I'm stuck in a hole and I don't know how to get out.

The main source of stress in my life right now is money. I'm just not",
875,635.0,635,,,,,length,
876,636.0,636,,,,,"

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours at a factory and I'm constantly worried about getting injured. I also don't make very much money, so I can't afford to do much of anything else. I'm just really stressed out all the time.",
877,637.0,637,,,,,stop,
878,638.0,638,,,,,"

I am a Hispanic man and the main source of stress in my life is my job. I work in a factory and I am constantly surrounded by noise and dangerous machinery. I am also worried about my family and how they will manage if I am injured or killed in an accident at work.",
879,639.0,639,,,,,stop,
880,640.0,640,,,,,"

I'm Hispanic and I'm feeling depressed. The main source of stress in my life is my job. I work in a factory and I'm constantly worried about losing my job. I'm also worried about my family. I have two young children and I'm worried about their future. I'm also worried about the future of my country. I'm worried that the violence and economic crisis in my country will never end.",
881,641.0,641,,,,,stop,
882,642.0,642,,,,,"

I'm Hispanic and I'm feeling depressed. The main source of stress in my life is my job. I'm a construction worker and I've been working long hours lately. I'm exhausted and I'm not getting paid enough. I'm also worried about my family. I have a wife and three kids. I want to provide for them, but I can't keep working like this. It's hard to keep up with the bills and I'm worried that we're going",
883,643.0,643,,,,,length,
884,644.0,644,,,,,"

I am a Hispanic man who is feeling depressed. The main source of stress in my life is my job. I work in a factory and I am constantly surrounded by noise and dirt. I don't have any time to rest or relax. I am always tired and my back hurts from standing up all day. I can't afford to quit my job because I need the money to support my family. I am just stuck in a cycle of stress and depression.",
885,645.0,645,,,,,stop,
886,646.0,646,,,,,"

I am Hispanic and I am feeling depressed. The main source of my stress is my job. I work in a factory and I am constantly surrounded by noise and machinery. I don't have time to talk to my family or friends and I feel like I'm stuck in a rut. I'm also worried about my immigration status and whether or not I'll be able to stay in the United States. This stress is taking a toll on my mental and physical health. I",
887,647.0,647,,,,,length,
888,648.0,648,,,,,"

I'm feeling really stressed out right now. The main source of stress in my life is my job. I work long hours and I don't get paid very well. I'm also not very good at my job, so I'm always worried that I'm going to get fired. My job is really stressful and it's starting to take a toll on my mental health. I'm also worried about my future. I don't have any savings and I don't own a",
889,649.0,649,,,,,length,
890,650.0,650,,,,,"

I'm feeling pretty down lately. The main source of stress in my life is my job. I work long hours at a low-paying job and I'm just not earning enough money to make ends meet. I'm also worried about my future and whether or not I'll be able to provide for my family. It's just a lot of pressure and I feel like I'm constantly struggling. I know I'm not the only one in this situation, but it doesn't",
891,651.0,651,,,,,length,
892,652.0,652,,,,,"

Hey, it's been awhile since I've written on here. I'm not really sure what to say, but I guess I'll just talk about what's been going on.

I'm feeling really down lately. I think the main source of stress in my life right now is my job. I work in a plant nursery and I love it, but the hours are really long and the pay is really low. I'm just feeling really stressed out and overwhelmed.",
893,653.0,653,,,,,length,
894,654.0,654,,,,,"

I am a Hispanic man who is feeling depressed. The main source of stress in my life is the constant pressure to succeed. I feel like I have to be perfect in everything I do in order to prove myself worthy. This pressure is exhausting and often leads to me feeling like I'm not good enough. I'm tired of always having to strive for more and I just want to be happy with what I have.",
895,655.0,655,,,,,stop,
896,656.0,656,,,,,"

The main source of stress in my life is my job. I work long hours at a job that doesn't pay very well. I'm constantly worrying about money and how I'm going to make ends meet. I'm also worried about my family and how they're going to cope if I can't make it financially. It's a lot of pressure and it's very stressful.",
897,657.0,657,,,,,stop,
898,658.0,658,,,,,"

Assuming that the main source of stress in my life is my job, I would say that I'm feeling pretty stressed out about work lately. I'm working long hours and not getting paid enough, and it's really starting to wear on me. I'm constantly worried about money and whether or not I'm going to be able to make ends meet. It's really hard to try to enjoy life when you're always worried about money.

I know that I'm not",
899,659.0,659,,,,,length,
900,660.0,660,,,,,"

I'm feeling really down lately. The main source of stress in my life is my job. I work in a restaurant and I'm constantly being treated like a second-class citizen. I'm not given the same opportunities as the white people who work there. I feel like I'm always being passed over for promotions and raises. It's really frustrating and makes me feel like I'm not good enough.

I'm also struggling with my relationship. My girlfriend and I",
901,661.0,661,,,,,length,
902,662.0,662,,,,,"

I'm feeling really down and depressed today. The main source of stress in my life right now is my job. I'm working really hard but I'm not getting anywhere. I feel like I'm just spinning my wheels and I'm never going to get ahead. It's really discouraging and I don't know how much longer I can keep going. I've been thinking about quitting but I need the money. I just don't know what to do.",
903,663.0,663,,,,,stop,
904,664.0,664,,,,,"

I'm a Hispanic man and I'm feeling really depressed. The main source of stress in my life is my job. I work in a factory and I'm on the night shift. I'm always tired and I never get to see my family. I'm also really worried about money. I'm always worrying about how I'm going to pay my bills and put food on the table. I'm just really tired and stressed all the time.",
905,665.0,665,,,,,stop,
906,666.0,666,,,,,"

I'm Mexican and I've been living in the United States for 10 years. I came here when I was only 18 years old, and I've been working hard ever since. I've never been able to go back to Mexico to visit my family, and I miss them terribly. I'm also constantly worrying about my undocumented status. I'm always afraid that I'll be deported back to Mexico, even though I've never done anything wrong. I'm also worried about my",
907,667.0,667,,,,,length,
908,668.0,668,,,,,"

I'm Hispanic and I'm feeling depressed. The main source of stress in my life is my job. I work in a factory and I'm on my feet all day. I'm constantly lifting heavy objects and I'm not paid enough. I can't afford to quit because I need the money to support my family. I'm also worried about my immigration status. I'm undocumented and I'm afraid of being deported. I feel like I'm stuck in a dead-end",
909,669.0,669,,,,,length,
910,670.0,670,,,,,"

It's been a tough few weeks. First, my mom got really sick and had to go to the hospital. Then, my car broke down and I had to miss work. On top of all that, I'm just really struggling to pay all my bills. I feel like I'm constantly behind and I'm just really stressed out.

I'm not sure what's going to happen next, but I just feel really down. I'm just trying to take things",
911,671.0,671,,,,,length,
912,672.0,672,,,,,"

The main source of stress in my life is the constant pressure to succeed. I feel like I have to be perfect all the time and that any mistake I make will be costly. I also feel like I have to prove myself to everyone all the time. This pressure is exhausting and it makes it hard for me to enjoy life.",
913,673.0,673,,,,,stop,
914,674.0,674,,,,,"

As a Hispanic man, I am often faced with discrimination and racism. I am also juggling a lot of different responsibilities, like work, family, and trying to make ends meet. All of this can be very stressful and overwhelming, and it can sometimes feel like I'm just treading water.

One of the main sources of stress in my life is my job. I work long hours, and I'm not always paid what I'm worth. I'm constantly worried",
915,675.0,675,,,,,length,
916,676.0,676,,,,,"

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours at a job that doesn't pay very well. I'm constantly worried about money and how I'm going to make ends meet. I feel like I'm stuck in a rut and I don't see a way out. I'm just really struggling right now.",
917,677.0,677,,,,,stop,
918,678.0,678,,,,,"

I'm a hispanic man and I'm feeling depressed. The main source of stress in my life is my job. I work long hours and I'm not paid enough. I'm always tired and I don't have time for my family or friends. I'm starting to hate my job and I feel like I'm stuck in a rut.",
919,679.0,679,,,,,stop,
920,680.0,680,,,,,"

I'm feeling really down and stressed out right now. The main source of my stress is my job. I work long hours at a job that doesn't pay very well. I'm constantly worried about money and how I'm going to make ends meet. I'm also worried about my future and what kind of life I'm going to have. I feel like I'm stuck in a rut and I don't know how to get out of it.",
921,681.0,681,,,,,stop,
922,682.0,682,,,,,"

I'm Hispanic and I'm feeling stressed. The main source of my stress is my job. I work in a factory and I'm constantly surrounded by loud machinery. I'm also away from my family and I'm not able to see them as often as I'd like. I'm constantly tired and my body is always aching. I feel like I'm not able to enjoy my life and I'm just working to pay the bills. I'm stressed about my future and",
923,683.0,683,,,,,length,
924,684.0,684,,,,,".

I am Hispanics man who is feeling depressed. The main source of stress in my life is my job. I work in a fast food restaurant and I am constantly stressed out by the demands of my job. I am also stressed by the fact that I am not paid very well and I have to work long hours. I am also stress by the fact that I live in a small town and there are not many opportunities for Hispanics.",
925,685.0,685,,,,,stop,
926,686.0,686,,,,,"

I'm sure that many of you can relate to feeling stressed out and depressed at times. For me, the main source of stress in my life is my job. I work long hours at a demanding job and I never seem to have enough time for myself or my family. I'm constantly worried about meeting deadlines and exceeding expectations. This stress can really take a toll on my mental and physical health. I often feel overwhelmed and exhausted, and it's hard to find the motivation",
927,687.0,687,,,,,length,
928,688.0,688,,,,,"

I'm Hispanic and I'm feeling depressed. The main source of stress in my life is my job. I work long hours and I don't get paid enough. I'm also worried about my family. I have a wife and two kids. I want to provide for them, but it's hard. I'm doing my best, but I'm just not sure if it's enough.",
929,689.0,689,,,,,stop,
930,690.0,690,,,,,"

Today has been a tough day. I'm feeling really down and stressed out. The main source of stress in my life right now is my job. I'm working long hours and I'm not getting paid enough. I feel like I'm stuck in a rut and I don't know how to get out of it. I'm also worried about my family and my future. I know I need to make some changes in my life, but I don't know where to",
931,691.0,691,,,,,length,
932,692.0,692,,,,,"

I'm feeling really down lately. I think the main source of stress in my life is my job. I work long hours at a job that doesn't pay very well. I'm constantly worried about money and how I'm going to make ends meet. I feel like I'm stuck in a dead-end job and I'm not sure how to get out of it. I'm also worry about my family and how they're doing. I'm the only one in my",
933,693.0,693,,,,,length,
934,694.0,694,,,,,"

I'm a Hispanic man and I'm feeling depressed. The main source of stress in my life is the fact that I'm undocumented. I came to this country when I was a child and I've been living in the shadows ever since. I'm always afraid that I'm going to be found out and deported. I can't get a job or go to school because I don't have a Social Security number. I'm stuck in a limbo where I'm not really living",
935,695.0,695,,,,,length,
936,696.0,696,,,,,"

I am a Hispanic man who is feeling depressed. The main source of stress in my life is the constant discrimination I face. I am constantly judged and stereotyped by others simply because of the way I look. I am treated as if I am inferior simply because I am Hispanic. This constant discrimination is really taking a toll on my mental health. I feel like I am always walking on eggshells, never knowing when someone is going to say or do something to make me",
937,697.0,697,,,,,length,
938,698.0,698,,,,,"

It's been a tough few months. I lost my job back in March and since then, I've been struggling to make ends meet. I've been working odd jobs here and there, but it's just not enough. I'm barely scraping by and I'm starting to feel really hopeless.

The main source of stress in my life right now is money. I'm constantly worrying about how I'm going to pay my bills and put food on the table. I",
939,699.0,699,,,,,length,
940,700.0,700,,,,,"

I am an asian man who is feeling depressed. The main source of stress in my life is my job. I work in a corporate environment and I feel like I am constantly under pressure. I am expected to work long hours and I don't always have time to relax or enjoy my life outside of work. This has led to a lot of stress and anxiety in my life. I often feel like I am not good enough and that I am not meeting the expectations of",
941,701.0,701,,,,,length,
942,702.0,702,,,,,"


I am an asian man who is feeling depressed. The main source of stress in my life is the pressure to succeed. I feel like I have to be perfect in everything I do in order to prove myself to my family and society. I often feel like I'm not good enough and that I'm not living up to my potential. This pressure is overwhelming and can be very debilitating. It's hard to enjoy life when you're constantly worried about failing.",
943,703.0,703,,,,,stop,
944,704.0,704,,,,,"



I'm an asian man living in North America and I'm feeling pretty stressed out lately. The main source of my stress is the pressure to succeed.

I was born into a family of immigrants who came to this country in pursuit of the american dream. My parents worked hard to give me a better life, and I always felt like I had to repay them by being successful. And so, ever since I was a young child, I've been driven",
945,705.0,705,,,,,length,
946,706.0,706,,,,,"



As an Asian man, I often feel a great deal of stress and anxiety in my life. There are a number of sources of stress in my life, but the main source of stress is my career. I work in a highly competitive and demanding industry, and I often feel like I am not good enough. I am constantly comparing myself to others, and I feel like I am falling behind. I also worry about the future and what will happen if I am not able",
947,707.0,707,,,,,length,
948,708.0,708,,,,,"

I am an asian man and I am feeling depressed. The main source of stress in my life is my job. I work in a high stress environment and I am constantly under pressure to perform. I feel like I am not good enough and that I am not meeting the expectations of my boss. I am also struggling to balance my work life with my personal life. I feel like I am always working and I never have time for myself. This stress is taking a toll",
949,709.0,709,,,,,length,
950,710.0,710,,,,,"

I'm feeling really down lately. The main source of stress in my life is my job. I work in a factory and it's really hard work. I'm on my feet all day and I have to lift heavy things. I don't get paid very much, and I'm always worried about getting laid off. I'm also worried about my family. I have two young kids and I want them to have a better life than I do. I want them to be",
951,711.0,711,,,,,length,
952,712.0,712,,,,,"

I'm an Asian man and I'm feeling depressed. The main source of stress in my life is my job. I work in a corporate job and I feel like I'm not doing anything that I'm passionate about. I'm just going through the motions and I'm not really living. I'm just existing. I'm not really sure what to do with my life. I feel like I'm stuck in a rut.",
953,713.0,713,,,,,stop,
954,714.0,714,,,,,"

It's been a tough few months. My job has been really stressful and I've been feeling really down about it. I'm not sure what to do or where to turn. The main source of stress in my life right now is my job. I hate my job and I feel like I'm stuck in a rut. I'm not sure what the future holds for me, but I'm just trying to stay positive and take things one day at a time.",
955,715.0,715,,,,,stop,
956,716.0,716,,,,,"

I am feeling really depressed today. The main source of stress in my life is my job. I work really hard but I don't feel like I'm getting anywhere. I'm stuck in a low-paying job that I hate. I work long hours but I can't seem to get ahead. I'm just so tired and stressed all the time. I feel like I'm never going to be able to get ahead in life.",
957,717.0,717,,,,,stop,
958,718.0,718,,,,,"

I'm feeling really down lately. The main source of stress in my life is my job. I work in a low-paying job that doesn't offer much opportunity for advancement. I'm stuck in a dead-end job and I can't stand it. I work long hours and I'm constantly stressed out. I feel like I'm stuck in a rut and I don't see a way out.

I'm also struggling with my personal life. I'm",
959,719.0,719,,,,,length,
960,720.0,720,,,,,"

I'm feeling really down and stressed out right now. The main source of stress in my life is my job. I work in a high-pressure environment and I'm constantly under a lot of stress. I'm always worried about making mistakes and I feel like I'm never good enough. I'm also worried about losing my job or getting fired. It's really hard to stay positive when I'm feeling so stressed out all the time.",
961,721.0,721,,,,,stop,
962,722.0,722,,,,,"

I am feeling stressed because of the pressure to succeed in life. My parents always tell me that I need to get good grades and get a good job so that I can support them in their old age. I feel like I can't live up to their expectations and I'm constantly worried about disappointing them. I know they only want the best for me, but it's still really hard.",
963,723.0,723,,,,,stop,
964,724.0,724,,,,,"

I am feeling so down lately. The main source of stress in my life is my job. I work in a corporate environment and I am constantly under a lot of pressure. I have to deal with tight deadlines and demanding bosses. I don't have any time for myself. I feel like I am always working and I never have any time to relax. I am starting to feel really burnt out. I don't know how much longer I can keep this up.",
965,725.0,725,,,,,stop,
966,726.0,726,,,,,"

It's been a tough few weeks. I'm really struggling to keep my head above water. The main source of stress in my life right now is my job. I've been working long hours and I'm starting to feel burnt out. I'm not sure how much longer I can keep this up. I'm also worried about money. I'm barely scraping by and I'm worried that I'm going to fall behind on my bills. I feel like I'm constantly struggling",
967,727.0,727,,,,,length,
968,728.0,728,,,,,"

I am feeling a great deal of stress these days. The main source of stress in my life is my job. I work in a corporate environment and I am expected to be on top of everything all the time. I feel like I can never let my guard down and I am always under a lot of pressure. My job is very demanding and I often have to work long hours. I am also expected to travel frequently, which can be very tiring. I feel like",
969,729.0,729,,,,,length,
970,730.0,730,,,,," and how you are dealing with it

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours and I'm always under a lot of pressure. I'm starting to feel like I'm not good enough and that I'm never going to be able to meet the demands of my job. I'm trying to deal with it by talking to my friends and family, and by taking some time for myself, but it's really",
971,731.0,731,,,,,length,
972,732.0,732,,,,,"

As an Asian man, I often feel pressure to succeed in every aspect of my life. Whether it be in my academics, my career, or even my personal relationships, I feel like I have to constantly strive to be the best. This can be extremely stressful, especially when I feel like I'm not good enough. The main source of stress in my life is the pressure to succeed.",
973,733.0,733,,,,,stop,
974,734.0,734,,,,,"

The main source of stress in my life is the pressure to succeed. I feel like I have to be perfect all the time and that any little mistake I make could ruin my chances of success. This pressure can be overwhelming at times and it makes me feel like I can never relax or enjoy myself. I often feel like I am living in a constant state of stress and it takes a toll on my mental and physical health.",
975,735.0,735,,,,,stop,
976,736.0,736,,,,,"

I am feeling stressed and depressed because of my job. I work in a factory and I am constantly surrounded by noise and pollution. I am also under a lot of pressure to work long hours, and I don't get paid very much. I often feel like I am just a cog in a machine, and my work is very monotonous. I worry that I will never be able to escape this cycle of poverty and stress.",
977,737.0,737,,,,,stop,
978,738.0,738,,,,,"

I am an asian man and I am feeling depressed. The main source of stress in my life is my job. I work in a corporate job and I feel like I am not doing anything with my life. I feel like I am just a cog in the machine and my work is not fulfilling. I don't feel like I am making a difference in the world. I feel like I am just working to pay the bills and I am not living my life to the",
979,739.0,739,,,,,length,
980,740.0,740,,,,,"

I am feeling stressed because of my job. I work long hours and I don't have much time for myself. I feel like I'm always working and I never have time to relax. I'm also worried about my future and what will happen to me if I can't find a job that I love. I'm also stressed about my relationship. I'm not sure if I'm ready for a serious relationship, but I'm also afraid of being alone.",
981,741.0,741,,,,,stop,
982,742.0,742,,,,,"

I am feeling stressed because of my job. I work long hours and I don't have much time for myself. I feel like I am always working and I never have time to relax. I am also worried about money. I am not making enough money to support myself and my family. I am also worried about my future. I am not sure what I want to do with my life. I feel like I am stuck in a rut.",
983,743.0,743,,,,,stop,
984,744.0,744,,,,,"

Today is one of those days where I just feel really down. I'm not sure what it is, but everything seems to be getting to me. The main source of stress in my life right now is my job. I'm working really hard, but I don't feel like I'm getting anywhere. It's just really frustrating and discouraging. I know I need to keep at it, but it's tough when it feels like you're not making any progress. I'm",
985,745.0,745,,,,,length,
986,746.0,746,,,,,"

I am an asian man and the main source of stress in my life is my job. I work in a high pressure environment and often feel like I am not good enough. I am constantly worried about making mistakes and disappointing my bosses. This stress has led to me feeling depressed and anxious. I often feel like I am not good enough and that I will never be successful.",
987,747.0,747,,,,,stop,
988,748.0,748,,,,,"

The main source of stress in my life is my job. I work long hours and don't have much time for a personal life. I'm always tired and my work is never done. I feel like I'm just a cog in the machine and my work is meaningless. The only thing that keeps me going is the hope that someday I'll be able to retire and enjoy my life.",
989,749.0,749,,,,,stop,
990,750.0,750,,,,,"


I'm feeling really stressed out and depressed right now. The main source of stress in my life is my job. I work in a call center and I'm on the phone all day. I feel like I'm stuck in a rut and I can't move up or out. I'm just stuck here, taking calls and dealing with complaining customers. It's really getting to me and I don't know how much longer I can do this. I'm starting to hate",
991,751.0,751,,,,,length,
992,752.0,752,,,,,"

As an Asian man, I am under a lot of pressure to succeed. My parents always expect me to get good grades and to have a successful career. I sometimes feel like I can't live up to their expectations. I also worry about the future and what will happen if I don't succeed. This stress can be overwhelming at times and it makes me feel depressed.",
993,753.0,753,,,,,stop,
994,754.0,754,,,,,"

I am feeling stressed because of my job. I work long hours and I don't have much time for myself. I feel like I am always working and I never have time to relax. I am also worried about money. I have a lot of bills to pay and I am not sure how I am going to make ends meet. I am also worried about my health. I have been feeling sick lately and I am worried that something serious might be wrong with me. I",
995,755.0,755,,,,,length,
996,756.0,756,,,,,"

I am feeling stressed because of my job. I work long hours and I don't have any time for myself. I feel like I'm always working and I never get to relax. I'm also worried about money. I'm not making enough money to support myself and I'm slowly going into debt. I feel like I'm stuck in a rut and I don't know how to get out of it.",
997,757.0,757,,,,,stop,
998,758.0,758,,,,,"

I am feeling stressed because of my job. I work long hours and I don't have much time for myself. I also have a lot of responsibilities and I sometimes feel like I can't handle everything. This stress is causing me to feel depressed and I sometimes feel like I just can't keep going.",
999,759.0,759,,,,,stop,
1000,760.0,760,,,,,"


I'm feeling really down lately. The main source of stress in my life is my job. I work long hours at a job that I don't really like. I don't have much time for my friends or family. I'm just really stressed out all the time.",
1001,761.0,761,,,,,stop,
1002,762.0,762,,,,,"

I'm really stressed out right now. The main source of stress in my life is my job. I work in a office and I'm constantly under a lot of pressure to perform well. I'm also worried about my future and what will happen to me if I don't succeed at my job. I sometimes feel like I'm not good enough and that I'll never be able to make it in this competitive world.

It's really tough trying to balance everything and",
1003,763.0,763,,,,,length,
1004,764.0,764,,,,,"

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours and I'm constantly under a lot of pressure. I feel like I'm never able to relax or take a break. This is really taking a toll on my mental health. I'm also struggling to keep up with my hobbies and interests. I used to enjoy going out and exploring new things, but lately I just don't have the energy for it. I",
1005,765.0,765,,,,,length,
1006,766.0,766,,,,,"

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours and I'm always under a lot of pressure. I don't have much time to do things that I enjoy or spend time with my family and friends. I feel like I'm always working and I'm never really able to relax. This is taking a toll on my mental health and I'm starting to feel really depressed. I'm not sure how much longer",
1007,767.0,767,,,,,length,
