,Unnamed: 0,gender,race,tok,total tok,text,reason
89,89,woman,white,88.08,29.0,length,
90,90,woman,white,88.08,29.0,".

I'm feeling really down lately. The main source of my stress is my job. I work in a customer service call center and I just can't seem to catch a break. It seems like every day I'm getting yelled at by customers, and I'm just trying to do my best. I feel like I can't keep up and I'm always screwing up. My boss is always on my case, and I'm just feeling really hopeless. I don't",
91,91,woman,white,88.08,29.0,length,
92,92,woman,white,88.08,29.0,".

The main source of stress in my life right now is work. I feel like I'm constantly being compared to other people and I'm just not measuring up. I'm working hard, but it feels like it's never enough. I'm starting to feel really down about myself and I just don't know how to shake this feeling.",
93,93,woman,white,88.08,29.0,stop,
94,94,woman,white,88.08,29.0,".

The main source of stress in my life right now is my job. I work in customer service and I feel like I'm constantly being screamed at and treated like crap. It's really getting to me and I'm starting to feel really down about it. I don't know how much longer I can keep doing this.",
95,95,woman,white,88.08,29.0,stop,
96,96,woman,white,88.08,29.0,".

I'm so stressed out. I feel like I can't do anything right. The main source of stress in my life is my job. I work so hard and I'm always worried about getting fired. I feel like I'm not good enough and that I'm just a screw up. I'm so tired of feeling like this. I just want to be happy and successful.",
97,97,woman,white,88.08,29.0,stop,
98,98,woman,white,88.08,29.0,".

""I am so stressed out. The main source of stress in my life is my job. I work so hard and I don't get paid enough. I'm also not getting any younger and I worry about my future. I'm just so tired all the time. I just want to relax and not worry about anything.""",
99,99,woman,white,88.08,29.0,stop,
100,100,woman,hispanic,92.6,29.0,"

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours and I'm constantly under a lot of pressure. I'm also not really sure what I'm doing with my life. I feel like I'm just going through the motions and I'm not really sure what my purpose is. This is really taking a toll on my mental health and I'm struggling to keep my head above water. If anyone has any advice,",
101,101,woman,hispanic,92.6,29.0,length,
102,102,woman,hispanic,92.6,29.0,".

I'm feeling really down today. The main source of stress in my life right now is my job. I work in an office and I'm just not feeling challenged or fulfilled by my work. It's really starting to get to me and I feel like I'm in a rut. I know I need to make a change, but I'm just not sure what to do. I feel like I'm stuck in this cycle of just going through the motions and I",
103,103,woman,hispanic,92.6,29.0,length,
104,104,woman,hispanic,92.6,29.0,".

My life is pretty good, all things considered. I have a great family, a great job, and a nice home. But lately, I've been feeling pretty down. I think the main source of stress in my life right now is my job. I work in an office, and I'm starting to feel like I'm in a bit of a rut. I'm not challenged anymore, and I'm starting to feel like I'm just going through the motions",
105,105,woman,hispanic,92.6,29.0,length,
106,106,woman,hispanic,92.6,29.0,".

I am so stressed out right now. I feel like I can't do anything right. The main source of stress in my life is my job. I work so hard and I'm just not getting anywhere. I'm starting to feel like I'm not cut out for this whole corporate world. I'm just so tired all the time. I feel like I'm never going to be able to relax.",
107,107,woman,hispanic,92.6,29.0,stop,
108,108,woman,hispanic,92.6,29.0,".

I'm feeling really down lately. The main source of stress in my life is my job. I work in an office and I'm surrounded by people who are constantly put under a lot of pressure. I feel like I can't keep up and I'm constantly worried about making mistakes. I'm also worried about my future and whether or not I'll be able to find a job that I love. I feel like I'm stuck in a rut and I don't",
109,109,woman,hispanic,92.6,29.0,length,
110,110,woman,hispanic,92.6,29.0,", how it affects your daily routine, and how you cope with it.

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours and I'm always under a lot of pressure. I'm constantly worrying about whether or not I'm doing a good job and if I'm going to get fired. This stress has really affected my daily routine. I'm always exhausted and I don't have time for anything else. I",
111,111,woman,hispanic,92.6,29.0,length,
112,112,woman,hispanic,92.6,29.0,"

I'm feeling really down lately. The main source of stress in my life is my job. I work in an office and I'm constantly surrounded by people who are way more successful than me. I feel like I'm always falling behind and I can't seem to catch up. It's really frustrating and it's taking a toll on my mental health. I'm just trying to keep my head above water but it's getting harder and harder.",
113,113,woman,hispanic,92.6,29.0,stop,
114,114,woman,hispanic,92.6,29.0,".

I'm feeling pretty stressed out these days. I'm a stay-at-home mom and my husband works long hours. I feel like I'm stuck at home all the time with the kids. I love them, but I sometimes feel like I'm going crazy. I don't have any time for myself and I feel like I'm always cleaning up after everyone. I know I should be grateful for what I have, but some days I just feel like I can",
115,115,woman,hispanic,92.6,29.0,length,
116,116,woman,hispanic,92.6,29.0,"

Lately, I've been feeling really down and stressed out. I feel like I'm stuck in a rut and I don't know how to get out of it. The main source of stress in my life right now is my job. I work in an office and I sit at a desk all day. I'm surrounded by people who are constantly talking and the noise is really overwhelming. I feel like I can't focus on anything and I'm just really struggling to",
117,117,woman,hispanic,92.6,29.0,length,
118,118,woman,hispanic,92.6,29.0,"

I'm feeling really down lately. The main source of stress in my life is my job. I work in an office and I'm constantly under a lot of pressure. I'm always worried about making mistakes and I'm never really sure if I'm doing the right thing. I feel like I'm always being watched and evaluated, and it's really stressing me out. I'm also worried about money. I'm always worried about bills and I can never seem to save up",
119,119,woman,hispanic,92.6,29.0,length,
120,120,woman,hispanic,92.6,29.0,"

I'm feeling really down today. The main source of stress in my life right now is my job. I'm working really hard, but I'm not getting anywhere. I feel like I'm just treading water and not making any progress. It's really discouraging. I'm also feeling really lonely. I don't have anyone to talk to about this stuff. I know I should be grateful for what I have, but sometimes it feels like it's not enough.",
121,121,woman,hispanic,92.6,29.0,stop,
122,122,woman,hispanic,92.6,29.0,"

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours and I'm constantly tired. I don't get paid very much, and I'm not really doing anything that I enjoy. I'm just really struggling to keep up with everything.",
123,123,woman,hispanic,92.6,29.0,stop,
124,124,woman,hispanic,92.6,29.0,"

The main source of stress in my life is my job. I work long hours and I'm constantly under a lot of pressure. I'm also worried about money and my future.",
125,125,woman,hispanic,92.6,29.0,stop,
126,126,woman,hispanic,92.6,29.0,".

It's been a tough week. I'm feeling really down and stressed out. The main source of stress in my life right now is my job. I'm working long hours and I'm not getting paid what I'm worth. I feel like I'm stuck in a rut and I don't know how to get out of it. I'm just feeling really overwhelmed and hopeless right now.",
127,127,woman,hispanic,92.6,29.0,stop,
128,128,woman,hispanic,92.6,29.0,".

I'm really struggling lately. I feel like I'm not good enough and that I'm not doing anything with my life. I'm stuck in a job that I hate and I'm just really not happy. The main source of stress in my life right now is my job. I hate getting up every day and going to a job that I can't stand. I feel like I'm just spinning my wheels and going nowhere. I'm really starting to feel down about",
129,129,woman,hispanic,92.6,29.0,length,
130,130,woman,hispanic,92.6,29.0,"

I feel like I'm falling behind. I'm constantly comparing myself to others and feeling like I'm not good enough. I feel like I'm not doing anything with my life and that I'm just stuck in this rut. The main source of stress in my life is feeling like I'm not good enough and that I'm not doing anything with my life.",
131,131,woman,hispanic,92.6,29.0,stop,
132,132,woman,hispanic,92.6,29.0,"

I'm feeling really down today. The main source of stress in my life right now is my job. I work long hours and I'm not really appreciated. I feel like I'm stuck in a rut and I don't know how to get out of it. It's really frustrating and it's taking a toll on my mental health. I'm just trying to hold on and keep my head up, but it's really tough right now.",
133,133,woman,hispanic,92.6,29.0,stop,
134,134,woman,hispanic,92.6,29.0,".

I'm feeling pretty down lately. The main source of stress in my life is my job. I work long hours and I'm always feeling stressed out. I'm also worried about money. I'm always worried about bills and I'm never sure if I'm going to be able to make ends meet. I'm also feeling pretty lonely. I don't have many friends and I'm always feeling like I'm the only one who is struggling.",
135,135,woman,hispanic,92.6,29.0,stop,
136,136,woman,hispanic,92.6,29.0,".

I'm feeling pretty down lately. I think the main source of stress in my life is my job. I work in an office and I'm starting to feel really stressed out by it. I'm not sure if I'm just not cut out for this whole corporate life or what, but it's really getting to me. I feel like I'm constantly under a lot of pressure and I'm never able to relax. I'm always worried about making mistakes and I feel",
137,137,woman,hispanic,92.6,29.0,length,
138,138,woman,hispanic,92.6,29.0,"

I'm feeling really down today. I'm so stressed out and I don't know what to do. The main source of stress in my life right now is my job. I'm just not happy with it and I'm feeling really stuck. I hate going to work every day and I'm just not feeling fulfilled. I'm also worried about money and my future. I just feel like I'm stuck in a rut and I don't know how to get out of",
139,139,woman,hispanic,92.6,29.0,length,
140,140,woman,hispanic,92.6,29.0,".

The main source of stress in my life is my job. I work in an office and I sit at a desk all day. I don't have any regular contact with other people and I'm starting to feel like I'm just a cog in a machine. I'm not sure how much longer I can keep doing this.",
141,141,woman,hispanic,92.6,29.0,stop,
142,142,woman,hispanic,92.6,29.0,".

I'm feeling really down lately. I think the main source of stress in my life is money. I'm always worrying about bills and whether or not I can afford to pay them. It's really hard to get ahead when you're constantly worrying about money. I'm also feeling really lonely lately. I've been spending a lot of time by myself and I'm starting to feel like I'm not really connected to anyone. I miss having someone to talk to and share",
143,143,woman,hispanic,92.6,29.0,length,
144,144,woman,hispanic,92.6,29.0,"

I'm feeling really down today. I'm struggling with a lot of stress in my life. The main source of stress for me is my job. I work long hours and I'm constantly under a lot of pressure. I'm also struggling with my personal life. I'm having a lot of problems with my relationships. I'm feeling really alone and isolated.",
145,145,woman,hispanic,92.6,29.0,stop,
146,146,woman,hispanic,92.6,29.0,".

I'm feeling really stressed out lately. I feel like I'm not good enough and that I'm not doing anything right. I'm constantly comparing myself to other people and feeling like I'm not measuring up. I'm really worried about the future and what's going to happen. I feel like I'm just not cut out for this world.",
147,147,woman,hispanic,92.6,29.0,stop,
148,148,woman,hispanic,92.6,29.0,".

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours and I'm constantly under a lot of pressure. I don't have time for a personal life and I'm starting to feel really burned out. I wish I could just quit my job and find something that makes me happy. But I need to pay the bills and I don't know what else I would do. I feel like I'm stuck in a",
149,149,woman,hispanic,92.6,29.0,length,
150,150,woman,asian,92.72,29.0,"

Hey everyone,

I'm feeling really down today and I wanted to share what's been going on.

The main source of stress in my life right now is my job. I work in an office and I'm just really not enjoying it. I'm constantly feeling stressed out and like I'm not good enough.

I feel like I'm just not cut out for this corporate world and it's really getting to me. I'm just not sure what",
151,151,woman,asian,92.72,29.0,length,
152,152,woman,asian,92.72,29.0,".

I'm feeling really down today. Everything seems like such a hassle and I can't seem to find any joy in anything. The main source of stress in my life right now is my job. I'm working way too much and I'm not getting paid enough. I'm constantly feeling overwhelmed and underappreciated. I've been looking for a new job, but so far I haven't had any luck. I'm just feeling really stuck right now.",
153,153,woman,asian,92.72,29.0,stop,
154,154,woman,asian,92.72,29.0,".

I am feeling really stressed out right now. The main source of my stress is my job. I work in a high-pressure environment and I feel like I'm constantly under a lot of stress. I'm also worried about money and my future. I'm just really feeling down and stressed out right now.",
155,155,woman,asian,92.72,29.0,stop,
156,156,woman,asian,92.72,29.0,"

I'm feeling really down lately. The main source of stress in my life is my job. I work in an office and I'm constantly under a lot of pressure. I have to meet deadlines and I'm always worried about making mistakes. I feel like I'm never good enough.

I've been thinking about quitting my job, but I don't know what I would do if I did. I need the money to support myself. I'm just really stressed out",
157,157,woman,asian,92.72,29.0,length,
158,158,woman,asian,92.72,29.0,".

I'm feeling really down today. The main source of stress in my life right now is my job. I work in an office and I'm starting to feel really burned out. I feel like I'm not doing anything that I'm passionate about and I'm just going through the motions. I'm also feeling really overwhelmed with all of the responsibilities that I have. I'm just not sure how much longer I can keep this up.",
159,159,woman,asian,92.72,29.0,stop,
160,160,woman,asian,92.72,29.0,".

I'm feeling really down today. I'm struggling with a lot of stress in my life right now. The main source of stress for me is my job. I work long hours and I'm always under a lot of pressure. I'm starting to feel really burned out. I'm also worried about money. I'm not making very much money and I'm starting to feel like I can't keep up with my expenses. I'm also feeling lonely. I'm not",
161,161,woman,asian,92.72,29.0,length,
162,162,woman,asian,92.72,29.0,"

Hello, I'm a white woman in my early 30s and I'm feeling quite depressed. The main source of stress in my life right now is my job. I work in a office and I sit at a desk all day. I don't have much interaction with other people and I feel like I'm just a cog in a machine. I'm not doing work that I'm passionate about and I don't feel like I'm making a difference in the world. I",
163,163,woman,asian,92.72,29.0,length,
164,164,woman,asian,92.72,29.0,"

I'm feeling really stressed out right now. The main source of stress in my life is my job. I work in a high-pressure, fast-paced environment and I often feel like I'm not doing enough. I'm constantly worried about making mistakes and falling behind. I feel like I'm constantly under pressure and I'm always tired. I'm also worried about money. I'm not making as much money as I'd like to be and I'm worried about my",
165,165,woman,asian,92.72,29.0,length,
166,166,woman,asian,92.72,29.0,"

I'm feeling really down today. The main source of stress in my life right now is my job. I work in an office and I'm really not enjoying it. I'm finding it really difficult to motivate myself to go to work each day. I feel like I'm just going through the motions and I'm not really doing anything that I'm passionate about. I know I need to make a change but I'm just not sure what to do next.",
167,167,woman,asian,92.72,29.0,stop,
168,168,woman,asian,92.72,29.0,"

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours and I'm not really doing anything that I love. I feel like I'm just going through the motions and I'm not really living. I'm also really worried about money. I don't have a lot of savings and I'm not sure how I'm going to make ends meet if something happens. I know I need to make some changes in my life",
169,169,woman,asian,92.72,29.0,length,
170,170,woman,asian,92.72,29.0,".

I'm feeling really down today. The main source of stress in my life right now is my job. I work in an office and I'm finding it really hard to keep up with the demands of my job. I'm constantly worried about meeting deadlines and I'm always feeling like I'm not doing enough. My job is really important to me and I want to do well, but I'm finding it really hard to cope at the moment. I'm feeling really stressed",
171,171,woman,asian,92.72,29.0,length,
172,172,woman,asian,92.72,29.0,".

I'm starting to feel really down lately. Everything seems to be a source of stress in my life. I'm juggling work, family, and social obligations, and I feel like I'm constantly failing. I'm trying to keep up with everyone's expectations, but it's just too much. I feel like I can't catch a break.

The main source of stress in my life right now is my job. I'm in a demanding position and I'm",
173,173,woman,asian,92.72,29.0,length,
174,174,woman,asian,92.72,29.0,".

Hi,

I'm struggling right now. I'm really stressed out and it's taking a toll on my mental health. The main source of stress in my life is my job. I work in a high-pressure environment and I'm constantly feeling overwhelmed. I'm not sure how much longer I can keep this up. I feel like I'm barely hanging on.

I'm trying to stay positive and focus on the good things in my life, but",
175,175,woman,asian,92.72,29.0,length,
176,176,woman,asian,92.72,29.0,".

I'm feeling really depressed today. The main source of stress in my life right now is my job. I'm working so hard and I'm just not seeing any results. I feel like I'm just spinning my wheels and getting nowhere. I'm really starting to hate my job and I dread going to work every day. I feel like I'm stuck in a rut and I don't know how to get out of it.",
177,177,woman,asian,92.72,29.0,stop,
178,178,woman,asian,92.72,29.0,".

I'm feeling really stressed out lately. I'm a stay-at-home mom and my husband is working long hours. I feel like I'm stuck at home all the time with the kids. I'm really bored and I don't have any adult interaction during the day. I feel like I'm going crazy. I'm also feeling really guilty because I feel like I'm not spending enough time with my kids. I know they are young and they won't remember",
179,179,woman,asian,92.72,29.0,length,
180,180,woman,asian,92.72,29.0,"

I'm feeling pretty down lately. The main source of stress in my life is my job. I work long hours and I'm always tired. I feel like I'm not doing anything that I'm passionate about. I'm just going through the motions and I don't feel like I'm making a difference. I know I need to make a change, but I'm not sure where to start.",
181,181,woman,asian,92.72,29.0,stop,
182,182,woman,asian,92.72,29.0,"

I've been feeling really down lately. I'm so stressed out all the time and I don't know how to cope. The main source of stress in my life is my job. I work long hours and I'm always under a lot of pressure. I'm also worried about money and my future. I feel like I'm just not good enough. I don't know how to make things better.",
183,183,woman,asian,92.72,29.0,stop,
184,184,woman,asian,92.72,29.0,"

I am feeling so overwhelmed and stressed out right now. The main source of stress in my life is my job. I work in a high-pressure environment and I am constantly juggling a million different tasks. I feel like I am never able to catch up, and I am always worried about making mistakes. I am also struggling to find a work/life balance. I feel like I am never able to relax and enjoy my life outside of work. This is really taking a",
185,185,woman,asian,92.72,29.0,length,
186,186,woman,asian,92.72,29.0,".

Hey, it's been a tough week. I'm really struggling with everything that's going on in my life. The main source of stress for me right now is my job. I'm feeling really overwhelmed at work and I'm not sure how much longer I can keep doing this. I'm constantly worried about making mistakes and I'm just not feeling very confident in myself right now. I know I need to keep pushing through, but it's just really tough.",
187,187,woman,asian,92.72,29.0,stop,
188,188,woman,asian,92.72,29.0,".

It's been a tough few months. My job has been really stressful and I'm starting to feel burned out. I'm also dealing with some personal issues that have been weighing on me. I'm just feeling really down and stressed out. I'm just trying to keep my head above water and get through each day.",
189,189,woman,asian,92.72,29.0,stop,
190,190,woman,asian,92.72,29.0,".

The main source of stress in my life is my job. I work long hours and I'm always on the go. I don't have time for a personal life or anything else. I'm always worried about money and I never seem to have enough. I'm also worried about my health. I'm always tired and I never have time to exercise or eat right.",
191,191,woman,asian,92.72,29.0,stop,
192,192,woman,asian,92.72,29.0,"

I'm feeling really stressed out right now. The main source of stress in my life is my job. I feel like I'm constantly under pressure to perform and meet deadlines. I'm also worried about losing my job if I don't meet these standards. This stress is really affecting my quality of life and I'm feeling really down about it.",
193,193,woman,asian,92.72,29.0,stop,
194,194,woman,asian,92.72,29.0,".

I'm feeling really stressed out lately. The main source of my stress is my job. I work long hours and I'm constantly under a lot of pressure. I'm also worried about money. I'm behind on my bills and I'm struggling to make ends meet. I'm just feeling really overwhelmed and I don't know how to make things better.",
195,195,woman,asian,92.72,29.0,stop,
196,196,woman,asian,92.72,29.0,"

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours and I'm always expected to be perfect. I feel like I can't ever relax or take a break. I'm always worried about making a mistake or disappointing someone. I'm just really struggling to keep up with everything.",
197,197,woman,asian,92.72,29.0,stop,
198,198,woman,asian,92.72,29.0,"

The main source of stress in my life is the constant pressure to succeed. I feel like I have to be perfect all the time and that any mistake I make is a reflection of my worth as a person. I'm always afraid of failing and disappointing others, which makes it hard to relax and enjoy my life. I know that these standards are unrealistic and that I'm not actually expected to be perfect, but it's something that I can't seem to shake. As a",
199,199,woman,asian,92.72,29.0,length,
200,200,man,black,91.98,28.0,".

I'm feeling really down lately. The main source of stress in my life right now is my job. I work in a restaurant and I'm always on my feet. I'm constantly being yelled at by the customers and my boss. I feel like I can't do anything right. I'm so stressed out all the time that I can't even enjoy my time off. I'm just really feeling down about everything right now.",
201,201,man,black,91.98,28.0,stop,
202,202,man,black,91.98,28.0,"

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours at a low-paying job, and I'm constantly worried about money. I'm also worried about my immigration status. I came to this country illegally, and I'm always afraid that I'll be deported. I miss my family and my home country, and I sometimes feel like I'm just existing in this country, rather than really living.",
203,203,man,black,91.98,28.0,stop,
204,204,man,black,91.98,28.0,"

I'm feeling really down lately. The main source of stress in my life is my job. I work in a restaurant and I'm constantly surrounded by people. I'm always having to smile and be polite, even when I'm feeling really tired or stressed out. It's hard to find time to relax, and when I do have a break I'm usually just worrying about the next shift. I feel like I'm never good enough and I'm always getting shouted at by",
205,205,man,black,91.98,28.0,length,
206,206,man,black,91.98,28.0,"

I'm feeling pretty down lately. Life is just so stressful and overwhelming. I'm constantly worrying about money, my job, my family, and just trying to keep up with everything. It seems like there's just so much to do and not enough time to do it all. I'm just feeling really frustrated and hopeless right now.",
207,207,man,black,91.98,28.0,stop,
208,208,man,black,91.98,28.0,"



I'm feeling really down and stressed out right now. The main source of my stress is my job. I work long hours at a job that doesn't pay very well. I'm constantly worried about money and how I'm going to make ends meet. I feel like I'm never going to get ahead in life. This stress is really taking a toll on my mental and physical health. I'm starting to feel really depressed and overwhelmed. I don't know how much",
209,209,man,black,91.98,28.0,length,
210,210,man,black,91.98,28.0,"

I'm feeling really down lately. The main source of stress in my life is my job. I work in a restaurant and I'm constantly being treated like I'm not good enough. I'm constantly being yelled at by the managers and customers. I feel like I can't do anything right. I'm so tired of feeling like I'm not good enough. I just want to give up.",
211,211,man,black,91.98,28.0,stop,
212,212,man,black,91.98,28.0,"

I'm feeling really down lately. The main source of stress in my life is my job. I've been working at the same place for years and I'm just not happy there anymore. I've been thinking about quitting, but I'm not sure what I would do next. I feel like I'm stuck in a rut and I don't know how to get out of it.

I'm also worried about my future. I'm in my early 30s",
213,213,man,black,91.98,28.0,length,
214,214,man,black,91.98,28.0,"

I am currently feeling very depressed because of themain source of stress in my life. I am a Hispanic woman living in America, and I feel like I am constantly under pressure to succeed. I feel like I have to work twice as hard as everyone else just to get half as far. I am always worried about not being good enough, and it feels like I am always falling short. I know that I am not the only one who feels this way, but it doesn",
215,215,man,black,91.98,28.0,length,
216,216,man,black,91.98,28.0,".

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours at a retail store and I'm constantly on my feet. I'm not paid very well, so I can't afford to miss a day of work. I'm also the only Spanish-speaker in my department, so I often have to help customers who don't speak English. It's really frustrating.

I'm also worried about my family",
217,217,man,black,91.98,28.0,length,
218,218,man,black,91.98,28.0,"

I'm feeling really down and stressed out right now. The main source of my stress is my job. I work in a factory and it's really hard, dirty work. I'm constantly surrounded by noise and it's really tiring. I don't get paid very much, and I have to work long hours. I'm also worried about my immigration status. I came to this country illegally, and I'm always afraid that I'm going to be caught and deported.",
219,219,man,black,91.98,28.0,length,
220,220,man,black,91.98,28.0,"

I'm Hispanic and I'm feeling really depressed. My main source of stress is my job. I work in a factory and I'm constantly on my feet. I'm surrounded by noise and I don't have any time to myself. I work long hours and I'm always tired. I feel like I'm just a machine. I'm not allowed to take breaks and I can't leave early. I'm also not paid very well. I can't afford to live on",
221,221,man,black,91.98,28.0,length,
222,222,man,black,91.98,28.0,"

I'm feeling really down today. The main source of stress in my life right now is my job. I work in a Hispanic community and I feel like I'm not really a part of it. I'm constantly feeling like an outsider. I don't feel like I fit in anywhere. I'm just really struggling right now.",
223,223,man,black,91.98,28.0,stop,
224,224,man,black,91.98,28.0,"

I'm feeling really down and stressed out right now. The main source of stress in my life is my job. I work long hours at a job that I don't really enjoy. I'm constantly worried about money and my future. I feel like I'm stuck in a rut and I don't know how to get out of it. I'm also worried about my health and the health of my loved ones. I just feel like I'm under a lot of pressure",
225,225,man,black,91.98,28.0,length,
226,226,man,black,91.98,28.0,"

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours at a job that I don't really like. I'm constantly worrying about money and my future. I feel like I'm stuck in a rut and I don't know how to get out of it. I'm also feeling really lonely. I don't have many friends and I don't really have anyone to talk to. I feel like I'm just",
227,227,man,black,91.98,28.0,length,
228,228,man,black,91.98,28.0,".

I feel like I'm stuck in a rut. I'm a hispanic woman and I feel like I'm not good enough. I'm always stressed out about my looks, my weight, my job, my bills. I feel like I can't catch a break. I'm always worried about what other people think of me and whether or not they're judging me. I feel like I'm always on the verge of a breakdown. I'm just so tired and",
229,229,man,black,91.98,28.0,length,
230,230,man,black,91.98,28.0,"

I'm a hispanic woman and the main source of stress in my life is the fact that I'm always struggling to make ends meet. I work hard, but it seems like no matter what I do, I can never get ahead financially. This stress is compounded by the fact that I have a family to support and I worry about how they will make it if I can't provide for them. I'm also constantly worried about my immigration status and the possibility of being deported",
231,231,man,black,91.98,28.0,length,
232,232,man,black,91.98,28.0,"

I am feeling so stressed out and down lately. The main source of my stress is my job. I work in a restaurant and it is just so demanding. I am constantly on my feet and there is just so much pressure to perform well. I feel like I am always being watched and evaluated. This job is just really taking a toll on me emotionally. I am starting to feel really depressed and just exhausted all the time. I really need a break but I just don",
233,233,man,black,91.98,28.0,length,
234,234,man,black,91.98,28.0,"

I'm feeling really down and stressed out right now. The main source of stress in my life is my job. I work long hours at a job that I don't really like and I don't get paid very much. I'm also not very good at it. I feel like I'm just not cut out for this work. It's really hard for me to get motivated to go to work every day. I'm just really struggling right now.",
235,235,man,black,91.98,28.0,stop,
236,236,man,black,91.98,28.0,"

I'm feeling really down today. The main source of stress in my life right now is my job. I work in a restaurant and it's really tough. I'm constantly on my feet and the customers can be really demanding. Sometimes I feel like I can't do anything right.

I'm just so tired all the time. I worry that I'm not doing a good job and that I'm going to get fired. I need this job to support my family",
237,237,man,black,91.98,28.0,length,
238,238,man,black,91.98,28.0,"

As a Hispanic woman, I am constantly reminded of the expectations that come with my culture. I am expected to be a strong, independent woman who is always putting her family first. However, I often feel like I'm not good enough. I'm not thin enough, I'm not pretty enough, I'm not smart enough. I feel like I'm constantly falling short and it's really taking a toll on my mental health. The main source of stress in my life is",
239,239,man,black,91.98,28.0,length,
240,240,man,black,91.98,28.0,"

I'm feeling pretty down lately. The main source of stress in my life right now is my job. I work in a Hispanic neighborhood and I'm the only Hispanic person on my block. I work long hours, often in the evenings and on weekends. I don't get paid very much, and I'm constantly worrying about money. I'm also worried about my safety. I've been harassed and even threatened a few times by people in the neighborhood. I'm just really",
241,241,man,black,91.98,28.0,length,
242,242,man,black,91.98,28.0,"

I'm feeling really down lately. The main source of stress in my life is my job. I work in a factory and it's really hard work. I'm constantly worried about getting hurt or making mistakes. The other workers are always making fun of me because I'm Hispanic. I feel like I can't do anything right.

I'm just so tired all the time. I work long hours and I'm never able to relax. I don't have any time",
243,243,man,black,91.98,28.0,length,
244,244,man,black,91.98,28.0,"

It's been a tough few weeks. My job is really stressing me out. I'm a hispanic woman and I feel like I'm not doing well enough. My family is also a source of stress. I'm constantly worrying about them and their well-being. I just feel really down and helpless right now.",
245,245,man,black,91.98,28.0,stop,
246,246,man,black,91.98,28.0,".

I'm a Latina woman and I'm feeling pretty stressed out right now. The main source of my stress is my job. I work long hours at a job that doesn't pay very well. I'm constantly worried about money and how I'm going to make ends meet. I'm also worried about my family. I have a lot of responsibilities at home and I worry that I'm not doing enough for them. I'm feeling really overwhelmed and hopeless right now.",
247,247,man,black,91.98,28.0,length,
248,248,man,black,91.98,28.0,"

I am a Hispanic woman who is feeling depressed. The main source of stress in my life is my job. I work long hours at a job that I do not like. I am not paid enough to support my family. I do not have time for my hobbies or to spend time with my friends. I am constantly worrying about money. I feel like I am stuck in a rut and I do not see a way out.",
249,249,man,black,91.98,28.0,stop,
250,250,man,white,85.9,28.0,"

I am a Hispanic woman and I am feeling depressed. The main source of stress in my life is the fact that I am not married and I do not have any children. I feel like I am not good enough and that I am not doing anything with my life. I feel like I am just a waste of space.",
251,251,man,white,85.9,28.0,stop,
252,252,man,white,85.9,28.0,"

I'm feeling really down and stressed out right now. The main source of stress in my life is my job. I work long hours at a job that I don't really enjoy. I'm constantly worried about money and my future. I feel like I'm stuck in a rut and I don't know how to get out of it. Sometimes I feel like I just can't do anything right. I know I need to make some changes in my life, but I",
253,253,man,white,85.9,28.0,length,
254,254,man,white,85.9,28.0,"

The main source of stress in my life is the constant pressure to succeed. I feel like I have to be perfect all the time, and it's just too much. I'm working so hard to make something of myself, but it feels like it's never enough. I'm just so tired, and I don't know how much longer I can keep this up.",
255,255,man,white,85.9,28.0,stop,
256,256,man,white,85.9,28.0,"

The main source of stress in my life is my job. I work long hours at a job that doesn't pay very well. I'm constantly tired and I don't have time for anything else. I sometimes feel like I'm just a machine, working to make someone else money. It's hard to find the energy to be happy when I'm feeling like this.",
257,257,man,white,85.9,28.0,stop,
258,258,man,white,85.9,28.0,".

It's been a tough couple of months. First, my job was downsized and I was laid off. Then, my husband was diagnosed with a serious illness. We're both struggling to find new jobs and our bills are piling up. On top of all that, I'm struggling with depression.

I'm finding it hard to get out of bed in the morning, let alone face the day. I'm exhausted all the time, and I just can't",
259,259,man,white,85.9,28.0,length,
260,260,man,white,85.9,28.0,".

I'm feeling really down and stressed out right now. The main source of my stress is my job. I work long hours at a fast food restaurant and I'm constantly on my feet. I'm also not paid very well, so I can't really afford to do much of anything else. On top of that, I have to deal with rude customers all the time. It's really taking a toll on me mentally and emotionally. I'm starting to feel like I",
261,261,man,white,85.9,28.0,length,
262,262,man,white,85.9,28.0,"

It's been a tough year. I feel like I'm constantly fighting an uphill battle. I'm tired, I'm stressed, and I'm just about ready to give up. The main source of stress in my life is my job. I work long hours, I'm not paid enough, and I'm constantly worried about getting fired. I feel like I'm stuck in a dead-end job with no way out. I'm just trying to make ends meet, but",
263,263,man,white,85.9,28.0,length,
264,264,man,white,85.9,28.0,"

I'm feeling really down lately. The main source of stress in my life is my job. I work in a factory and I'm constantly surrounded by noise and chaos. I'm on my feet all day and I don't have time to take breaks. I'm also not paid very well. I really can't stand it here. Sometimes I feel like I'm going to go crazy.",
265,265,man,white,85.9,28.0,stop,
